chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,playername
100,100,90105,0,0,-6,6,0,3,2.2,3.2,1,Ryan,3.2,75,FALSE,,2019-11-29T10:30:15.625182Z,69,90105.jpg,2.9,Fraser,3.1,FALSE,NA,a,3,91,41,114086,77,1063429,529,0.5,5.9,Fraser,985,1,3,3,15,0,0,0,2,0,0,2,140,180.0,268.1,228.0,67.4,Ryan Fraser
0,0,111317,0,0,-2,2,0,3,0.0,0.0,0,David,0.0,76,FALSE,Ankle injury - Unknown return date,2019-07-31T21:00:14.727782Z,63,111317.jpg,0.0,Brooks,0.1,FALSE,NA,i,3,91,0,570,5,17998,7,0.0,0.0,Brooks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,David Brooks
0,0,56872,0,0,-1,1,0,3,0.0,0.0,0,Junior,0.0,77,FALSE,Knee injury - Unknown return date,2019-06-25T11:30:06.990995Z,59,56872.jpg,0.0,Stanislas,0.0,FALSE,NA,i,3,91,0,192,1,356,1,0.0,0.0,Stanislas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Junior Stanislas
NA,NA,103912,0,0,-3,3,0,3,-1.0,0.0,0,Jordon,0.0,78,FALSE,,NA,47,103912.jpg,1.0,Ibe,0.2,FALSE,NA,a,3,91,2,5429,8,20190,28,0.0,0.4,Ibe,48,0,0,0,1,0,0,0,0,0,0,0,10,6.8,5.4,0.0,1.2,Jordon Ibe
100,100,155408,0,0,0,0,0,3,1.5,2.5,1,Lewis,2.5,79,FALSE,,2019-06-25T11:30:07.007116Z,50,155408.jpg,2.0,Cook,0.0,FALSE,NA,a,3,91,18,3526,16,2357,17,0.5,3.6,Lewis Cook,430,0,1,1,8,0,0,0,0,0,0,0,91,81.8,75.5,25.0,18.3,Lewis Cook
0,0,15237,0,0,-3,3,0,3,0.0,0.0,0,Andrew,0.0,80,FALSE,Knee injury - Expected back 07 Dec,2019-11-01T23:00:18.535691Z,47,15237.jpg,1.0,Surman,0.0,FALSE,NA,i,3,91,3,916,3,3610,6,0.0,0.6,Surman,57,0,0,0,1,0,0,0,0,0,0,0,9,6.4,2.2,0.0,0.9,Andrew Surman
100,100,40387,0,0,-1,1,0,3,-0.5,0.5,0,Dan,0.5,81,FALSE,,2019-07-30T10:30:13.907385Z,49,40387.jpg,1.0,Gosling,0.0,FALSE,NA,a,3,91,2,271,2,911,4,0.1,0.4,Gosling,30,0,0,0,0,0,0,0,0,0,0,0,3,2.4,10.3,22.0,3.3,Dan Gosling
100,100,152551,0,0,-2,2,0,3,-0.2,0.8,1,Jefferson,0.8,82,FALSE,,2019-11-02T14:30:18.542355Z,48,152551.jpg,1.5,Lerma,0.1,FALSE,NA,a,3,91,19,6955,7,15200,17,0.2,4.0,Lerma,1048,0,0,2,16,0,0,0,7,0,0,0,141,155.0,70.4,47.0,27.3,Jefferson Lerma
NA,NA,154131,0,0,-2,2,0,2,-0.8,0.2,0,Jack,0.2,446,FALSE,,NA,43,154131.jpg,1.2,Stacey,0.1,FALSE,NA,a,3,91,6,2221,5,7229,11,0.0,1.4,Stacey,436,0,0,0,8,0,0,0,2,0,0,0,50,75.8,17.4,25.0,11.9,Jack Stacey
100,100,168991,0,0,0,0,0,3,-0.2,0.8,1,Philip,0.8,476,FALSE,,2019-11-23T20:00:18.721417Z,50,168991.jpg,1.9,Billing,0.1,FALSE,NA,a,3,91,26,13759,13,16409,33,0.2,5.2,Billing,1159,0,1,3,17,0,0,0,6,0,0,0,157,263.8,87.7,164.0,51.6,Philip Billing
100,100,220307,0,0,-2,2,0,3,1.5,2.5,3,Arnaut,2.5,492,FALSE,,2019-08-12T10:00:14.019366Z,58,220307.jpg,2.0,Danjuma Groeneveld,0.0,FALSE,NA,a,3,91,16,782,9,4112,6,0.4,2.8,Danjuma,315,0,1,2,3,0,0,0,0,0,0,0,49,44.2,39.6,98.0,18.2,Arnaut Danjuma Groeneveld
NA,NA,225321,0,0,2,-2,2,1,1.2,2.2,2,Aaron,2.2,494,FALSE,,NA,47,225321.jpg,3.8,Ramsdale,4.2,FALSE,NA,a,3,91,57,364888,478,96027,2376,0.5,12.1,Ramsdale,1350,0,1,3,21,0,0,0,0,0,50,7,283,366.6,10.0,0.0,37.7,Aaron Ramsdale
0,NA,153682,0,0,0,0,2,3,5.2,6.2,2,Harry,6.2,505,FALSE,Ineligible to face his parent club on 7/12. - Expected back 14 Dec,2019-12-04T12:30:15.337072Z,60,153682.jpg,4.2,Wilson,3.9,FALSE,NA,n,3,91,59,493522,3785,322243,1502,1.0,9.8,Harry Wilson,873,6,0,2,16,0,0,0,1,0,0,5,190,269.6,136.0,324.0,73.1,Harry Wilson
NA,NA,461017,0,0,0,0,0,3,-1.0,0.0,0,Christian,0.0,564,FALSE,,NA,45,461017.jpg,0.0,Saydee,0.0,FALSE,NA,a,3,91,0,32,1,8,0,0.0,0.0,Saydee,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Christian Saydee
NA,NA,444183,0,0,0,0,0,3,-1.0,0.0,0,Gavin,0.0,565,FALSE,,NA,45,444183.jpg,0.0,Kilkenny,0.0,FALSE,NA,a,3,91,0,29,4,4,1,0.0,0.0,Kilkenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Gavin Kilkenny
100,100,61933,0,0,-1,1,0,2,0.5,0.0,0,Shane,0.5,37,FALSE,,2019-09-25T22:00:12.331496Z,49,61933.jpg,2.6,Duffy,1.1,FALSE,NA,a,4,36,21,39403,42,150311,122,0.1,4.3,Duffy,614,1,0,1,10,0,0,0,0,0,0,0,108,144.4,3.5,52.0,19.9,Shane Duffy
100,100,86153,0,0,0,0,1,2,0.5,0.0,0,Martín,0.5,38,FALSE,,2019-09-14T16:30:10.724610Z,45,86153.jpg,2.9,Montoya,0.7,FALSE,NA,a,4,36,38,64942,84,65809,171,0.1,8.4,Montoya,1043,0,1,4,16,0,0,0,3,0,0,3,183,186.2,161.6,89.0,43.8,Martín Montoya
100,100,209362,0,0,-2,2,0,2,0.0,-0.5,0,Bernardo,0.0,39,FALSE,,2019-09-14T16:30:10.738160Z,43,209362.jpg,1.0,Fernandes da Silva Junior,0.1,FALSE,NA,a,4,36,2,1590,3,8085,2,0.0,0.5,Bernardo,67,0,0,0,3,0,0,0,0,0,0,0,14,10.8,16.2,2.0,2.9,Bernardo Fernandes da Silva Junior
100,100,52484,0,0,-1,1,0,2,0.0,-0.5,0,Leon,0.0,40,FALSE,,2019-09-12T13:00:14.154646Z,44,52484.jpg,0.0,Balogun,0.1,FALSE,NA,a,4,36,0,855,2,4090,7,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Leon Balogun
NA,NA,42748,0,0,-2,2,0,2,0.0,-0.5,0,Gaëtan,0.0,41,FALSE,,NA,43,42748.jpg,0.8,Bong,0.1,FALSE,NA,a,4,36,3,1790,3,6317,15,0.0,0.7,Bong,57,0,0,0,3,0,0,0,0,0,0,0,15,16.0,27.9,6.0,5.0,Gaëtan Bong
100,100,83299,0,0,1,-1,2,2,3.5,3.0,0,Lewis,3.5,42,FALSE,,2019-11-10T16:30:22.420611Z,46,83299.jpg,4.3,Dunk,11.3,FALSE,NA,a,4,36,56,767130,5593,534740,573,0.8,12.2,Dunk,1170,2,2,4,19,0,0,0,5,0,0,9,287,341.8,63.4,118.0,52.3,Lewis Dunk
0,0,178173,0,0,-1,1,0,2,0.0,0.0,0,Matthew,0.0,43,FALSE,Joined Derby County on loan until the end of the season on 2/8. - Expected back 01 Jul,2019-08-02T11:00:13.040927Z,44,178173.jpg,0.0,Clarke,0.0,FALSE,NA,n,4,36,0,262,1,1108,1,0.0,0.0,Clarke,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Matthew Clarke
NA,NA,20529,0,0,-5,5,0,4,0.5,0.0,0,Glenn,0.5,44,FALSE,,NA,55,20529.jpg,1.3,Murray,0.8,FALSE,NA,a,4,36,13,41397,33,207640,94,0.1,2.4,Murray,328,0,0,2,4,0,0,0,0,0,0,0,17,8.0,29.6,47.0,8.1,Glenn Murray
0,0,106757,0,0,-3,3,0,4,0.0,0.0,0,Jürgen,0.0,45,FALSE,Joined TSG Hoffenheim on loan until the end of the season on 29/8. - Expected back 01 Jul,2019-08-29T13:00:09.129312Z,52,106757.jpg,1.5,Locadia,0.1,FALSE,NA,n,4,36,3,6480,0,22966,3,0.0,0.6,Locadia,85,0,0,1,1,0,0,0,0,0,0,0,5,3.2,1.3,30.0,3.3,Jürgen Locadia
0,0,93284,0,0,-2,2,0,4,0.0,0.0,0,Florin,0.0,46,FALSE,Joined Galatasaray on loan until the end of the season on 2/9. - Expected back 01 Jul,2019-08-24T16:30:09.164349Z,48,93284.jpg,1.7,Andone,0.4,FALSE,NA,n,4,36,5,159394,1,192232,59,0.0,1.0,Andone,71,1,0,0,2,0,0,0,0,1,0,1,20,45.0,11.3,21.0,7.6,Florin Andone
NA,NA,131897,0,0,3,-3,0,1,3.0,2.5,0,Mathew,3.0,47,TRUE,,NA,48,131897.jpg,4.3,Ryan,17.0,FALSE,NA,a,4,36,60,780326,4449,459250,596,0.6,12.5,Ryan,1260,0,0,4,21,0,0,0,0,0,56,11,322,445.0,0.0,0.0,44.5,Mathew Ryan
NA,NA,50093,0,0,0,0,0,1,0.0,-0.5,0,David,0.0,48,FALSE,,NA,40,50093.jpg,0.0,Button,21.7,FALSE,NA,a,4,36,0,377190,269,526333,1832,0.0,0.0,Button,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,David Button
NA,NA,60307,0,0,-1,1,0,3,1.5,1.0,0,Pascal,1.5,49,FALSE,,NA,64,60307.jpg,3.2,Groß,0.6,FALSE,NA,a,4,36,41,83942,52,101327,122,0.2,6.4,Groß,868,1,3,3,12,0,0,0,0,0,0,2,177,199.8,460.8,215.0,87.6,Pascal Groß
100,100,165210,0,0,-2,2,0,3,0.0,-0.5,0,Alireza,0.0,50,FALSE,,2019-09-19T14:00:12.919069Z,58,165210.jpg,0.0,Jahanbakhsh,0.1,FALSE,NA,a,4,36,0,771,1,4609,6,0.0,0.0,Jahanbakhsh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Alireza Jahanbakhsh
0,0,167473,0,0,-1,1,0,3,0.0,0.0,0,José Heriberto,0.0,51,FALSE,Knee injury - Unknown return date,2019-06-25T11:30:06.929510Z,54,167473.jpg,0.0,Izquierdo Mena,0.0,FALSE,NA,i,4,36,0,107,1,195,0,0.0,0.0,Izquierdo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,José Heriberto Izquierdo Mena
0,0,83543,0,0,-1,1,0,3,0.0,0.0,0,Anthony,0.0,52,FALSE,Joined Fulham on loan until the end of the season on 21/7. - Expected back 01 Jul,2019-07-21T20:00:14.555249Z,54,83543.jpg,0.0,Knockaert,0.0,FALSE,NA,n,4,36,0,170,1,803,3,0.0,0.0,Knockaert,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Anthony Knockaert
100,100,227127,0,0,0,0,0,3,0.8,0.3,0,Yves,0.8,53,FALSE,,2019-06-25T11:30:06.944296Z,50,227127.jpg,1.2,Bissouma,0.0,FALSE,NA,a,4,36,6,577,4,630,3,0.2,1.2,Bissouma,144,0,0,0,3,0,0,0,0,0,0,0,21,12.8,26.0,7.0,4.6,Yves Bissouma
100,100,66242,0,0,-1,1,0,3,0.8,0.3,0,Davy,0.8,54,FALSE,,2019-09-29T10:30:09.519275Z,49,66242.jpg,2.2,Pröpper,0.4,FALSE,NA,a,4,36,26,80950,10,82191,54,0.2,5.3,Pröpper,1080,0,1,3,19,1,0,0,2,0,0,0,165,198.0,178.4,126.0,50.3,Davy Pröpper
0,0,109345,0,0,-3,3,0,3,0.0,0.0,0,Solomon,0.8,55,FALSE,Groin Injury - Expected back 08 Dec,2019-11-28T14:00:24.105131Z,47,109345.jpg,2.6,March,0.3,FALSE,NA,i,4,36,21,32605,0,50394,120,0.2,4.5,March,598,0,1,2,10,0,0,0,1,0,0,3,88,114.4,141.6,120.0,37.7,Solomon March
0,0,38490,0,0,-2,2,0,3,0.0,0.0,0,Beram,0.0,56,FALSE,Joined Charlton Athletic on loan until the end of the season on 8/8. - Expected back 01 Jul,2019-08-08T22:00:09.076501Z,43,38490.jpg,0.0,Kayal,0.2,FALSE,NA,n,4,36,0,21352,344,11939,140,0.0,0.0,Kayal,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Beram Kayal
NA,NA,40845,0,0,0,0,0,3,1.0,0.5,0,Dale,1.0,57,FALSE,,NA,45,40845.jpg,2.0,Stephens,2.4,FALSE,NA,a,4,36,28,147405,80,188041,432,0.2,6.2,Stephens,1232,0,0,4,19,0,0,0,4,0,0,0,193,199.0,124.5,72.0,39.6,Dale Stephens
100,100,116216,0,0,-2,2,1,3,1.8,1.3,0,Leandro,1.8,421,FALSE,,2019-11-16T11:00:16.932007Z,58,116216.jpg,4.1,Trossard,0.3,FALSE,NA,a,4,36,33,64664,78,91763,95,0.3,5.7,Trossard,473,2,3,0,11,0,0,0,0,0,0,2,121,137.0,210.2,180.0,52.7,Leandro Trossard
NA,NA,78916,0,0,0,0,0,2,0.5,0.0,0,Dan,0.5,475,FALSE,,NA,45,78916.jpg,2.4,Burn,0.3,FALSE,NA,a,4,36,34,23403,22,15934,60,0.1,7.6,Burn,1260,0,0,4,21,0,0,0,1,0,0,0,225,268.8,179.4,63.0,51.0,Dan Burn
100,100,110735,0,0,-1,1,0,2,0.2,-0.3,0,Adam,0.2,493,FALSE,,2019-11-02T18:00:16.279714Z,44,110735.jpg,2.4,Webster,0.2,FALSE,NA,a,4,36,24,17042,17,15415,31,0.0,5.5,Webster,845,1,0,2,15,1,0,0,2,0,0,2,168,202.8,77.0,66.0,34.7,Adam Webster
NA,NA,115382,0,0,-2,2,1,4,1.2,0.7,0,Neal,1.2,502,FALSE,,NA,58,115382.jpg,3.4,Maupay,0.9,FALSE,NA,a,4,36,47,186928,159,161140,432,0.2,8.1,Maupay,974,4,0,4,14,0,0,0,1,0,0,7,135,171.2,139.4,560.0,86.7,Neal Maupay
100,100,74471,0,0,-2,2,0,3,1.0,0.5,0,Aaron,1.0,516,FALSE,,2019-10-19T16:00:16.584270Z,48,74471.jpg,1.5,Mooy,0.1,FALSE,NA,a,4,36,12,8056,19,18804,28,0.2,2.5,Mooy,452,0,0,2,8,0,0,0,0,1,0,0,70,82.4,91.8,21.0,19.3,Aaron Mooy
100,100,233425,0,0,2,-2,1,4,0.8,0.3,0,Aaron,0.8,534,FALSE,,2019-11-11T12:00:15.203640Z,47,233425.jpg,3.1,Connolly,2.5,FALSE,NA,a,4,36,31,333417,648,171247,1148,0.2,6.6,Connolly,483,2,2,2,10,0,0,0,0,0,0,3,79,79.2,49.3,236.0,35.8,Aaron Connolly
NA,NA,213056,0,0,0,0,0,2,0.0,-0.5,0,Tudor,0.0,536,FALSE,,NA,40,213056.jpg,0.0,Baluta,0.2,FALSE,NA,a,4,36,0,19160,41,10220,49,0.0,0.0,Baluta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Tudor Baluta
100,100,235382,0,0,0,0,0,3,0.8,0.3,0,Steven,0.8,537,FALSE,,2019-10-06T11:00:17.795404Z,45,235382.jpg,2.0,Alzate,0.1,FALSE,NA,a,4,36,16,7920,9,3592,36,0.2,3.6,Alzate,567,0,0,3,8,0,0,0,1,0,0,0,84,81.2,107.8,109.0,29.8,Steven Alzate
NA,NA,74375,0,0,0,0,0,2,0.2,-0.3,0,Ezequiel,0.2,546,FALSE,,NA,40,74375.jpg,1.0,Schelotto,0.4,FALSE,NA,a,4,36,3,31811,288,9882,108,0.0,0.8,Schelotto,41,0,0,0,2,0,0,0,0,0,0,0,6,1.0,1.2,4.0,0.4,Ezequiel Schelotto
NA,NA,51927,0,0,0,0,0,2,2.3,1.8,0,Ben,2.8,83,FALSE,,NA,50,51927.jpg,2.5,Mee,0.9,FALSE,NA,a,5,90,38,43665,67,46651,208,0.6,7.6,Mee,1350,0,0,5,24,0,0,0,2,0,0,0,235,303.0,55.4,151.0,51.0,Ben Mee
100,100,17761,0,0,1,-1,2,2,7.0,6.5,0,James,7.5,84,FALSE,,2019-08-03T18:30:13.047591Z,51,17761.jpg,3.8,Tarkowski,3.6,FALSE,NA,a,5,90,57,225660,3209,97041,1591,1.5,11.2,Tarkowski,1350,1,2,5,24,0,0,0,4,0,0,9,269,353.2,54.9,219.0,62.6,James Tarkowski
NA,NA,68983,0,0,0,0,0,2,-0.5,-1.0,0,Matthew,0.0,85,FALSE,,NA,45,68983.jpg,2.6,Lowton,0.7,FALSE,NA,a,5,90,29,96611,12,75170,731,0.0,6.4,Lowton,990,0,1,3,18,0,0,0,1,0,0,0,182,211.6,170.5,15.0,39.8,Matthew Lowton
100,100,17997,0,0,-2,2,0,2,2.5,2.0,0,Phil,3.0,86,FALSE,,2019-10-31T14:30:17.166119Z,43,17997.jpg,3.0,Bardsley,0.2,FALSE,NA,a,5,90,12,6515,129,8300,46,0.7,2.8,Bardsley,360,0,0,2,6,0,0,0,1,0,0,0,65,62.6,17.4,20.0,10.0,Phil Bardsley
50,50,103914,0,0,-3,3,0,2,1.4,1.1,0,Charlie,3.2,87,FALSE,Hamstring injury - 50% chance of playing,2019-11-30T18:30:12.146951Z,42,103914.jpg,3.0,Taylor,0.9,FALSE,NA,d,5,90,15,45404,89,79816,644,0.8,3.6,Taylor,295,0,0,2,0,0,0,0,0,0,0,0,61,53.2,41.3,2.0,9.7,Charlie Taylor
100,100,41674,0,0,-2,2,0,2,-0.5,-1.0,0,Kevin,0.0,88,FALSE,,2019-08-04T11:00:17.994252Z,43,41674.jpg,0.0,Long,0.1,FALSE,NA,a,5,90,0,2993,10,6971,26,0.0,0.0,Long,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Kevin Long
100,100,83312,0,0,-1,1,0,2,-0.5,-1.0,0,Ben,0.0,89,FALSE,,2019-07-31T00:00:11.168991Z,39,83312.jpg,0.0,Gibson,2.7,FALSE,NA,a,5,90,0,85854,371,121843,290,0.0,0.0,Gibson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Ben Gibson
100,100,44699,0,0,-2,2,1,4,3.7,3.2,1,Ashley,4.2,90,FALSE,,2019-10-17T13:30:19.189042Z,63,44699.jpg,3.9,Barnes,4.4,FALSE,NA,a,5,90,54,1116495,497,1014674,2117,0.7,8.6,Barnes,1058,6,0,6,17,0,0,0,3,0,0,6,156,215.0,47.3,429.0,66.9,Ashley Barnes
100,100,60689,0,0,-3,3,1,4,3.5,3.0,1,Chris,4.0,91,FALSE,,2019-10-24T13:30:12.436735Z,62,60689.jpg,3.9,Wood,1.3,FALSE,NA,a,5,90,51,158428,307,183482,775,0.6,8.2,Wood,1067,6,0,5,14,1,0,0,1,0,0,5,145,250.6,115.7,489.0,85.1,Chris Wood
100,100,81183,0,0,-2,2,0,4,-0.5,-1.0,0,Matej,0.0,92,FALSE,,2019-11-21T14:00:21.258493Z,53,81183.jpg,1.8,Vydra,0.1,FALSE,NA,a,5,90,7,3653,3,6169,12,0.0,1.3,Vydra,58,0,1,0,0,0,0,0,0,0,0,0,18,18.0,11.0,15.0,4.4,Matej Vydra
100,100,98747,0,0,2,-2,1,1,4.5,4.0,1,Nick,5.0,93,FALSE,,2019-07-31T00:00:11.182051Z,47,98747.jpg,3.7,Pope,15.1,FALSE,NA,a,5,90,56,959772,1872,387044,3022,1.1,11.9,Pope,1350,0,0,5,24,0,0,0,0,0,46,6,295,329.4,30.3,2.0,36.1,Nick Pope
NA,NA,15749,0,0,-2,2,0,1,-0.5,-1.0,0,Joe,0.0,95,FALSE,,NA,43,15749.jpg,0.0,Hart,1.2,FALSE,NA,a,5,90,0,18499,18,80050,95,0.0,0.0,Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Joe Hart
0,0,60586,0,0,-1,1,0,3,0.0,0.0,0,Johann Berg,0.0,96,FALSE,Hamstring injury - Unknown return date,2019-10-13T21:00:19.113958Z,59,60586.jpg,4.2,Gudmundsson,0.5,FALSE,NA,i,5,90,17,79215,0,112910,31,0.0,2.9,Gudmundsson,309,1,0,3,2,0,0,0,0,0,0,1,58,74.4,113.7,79.0,26.7,Johann Berg Gudmundsson
100,100,433154,0,0,0,0,0,3,2.5,2.0,2,Dwight,3.0,97,FALSE,,2019-09-26T14:30:17.961067Z,60,433154.jpg,3.7,McNeil,1.0,FALSE,NA,a,5,90,55,111797,112,75991,750,0.5,9.2,McNeil,1278,1,5,6,22,0,0,0,1,0,0,1,205,250.2,326.4,207.0,78.2,Dwight McNeil
100,100,90517,0,0,0,0,1,3,1.7,1.2,6,Robbie,2.2,98,FALSE,,2019-07-31T00:00:11.195874Z,55,90517.jpg,2.5,Brady,0.0,FALSE,NA,a,5,90,20,2212,28,2336,14,0.4,3.6,Brady,201,1,2,0,3,0,0,0,1,0,0,0,80,99.4,75.0,35.0,21.0,Robbie Brady
0,0,39847,0,0,0,0,0,3,0.0,0.0,0,Steven,0.0,99,FALSE,Contract terminated by mutual consent on 31/8,2019-06-25T11:30:07.038056Z,55,39847.jpg,0.0,Defour,0.0,FALSE,NA,u,5,90,0,183,0,308,1,0.0,0.0,Defour,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Steven Defour
100,100,83314,0,0,-1,1,0,3,2.5,2.0,4,Jeff,3.0,100,FALSE,,2019-09-21T16:30:10.837857Z,54,83314.jpg,3.2,Hendrick,0.1,FALSE,NA,a,5,90,39,10791,28,10039,34,0.6,7.2,Hendrick,928,2,1,4,18,0,0,0,4,0,0,4,121,153.6,118.5,198.0,47.1,Jeff Hendrick
75,75,60551,0,0,-1,1,0,3,1.0,0.6,0,Ashley,1.8,101,FALSE,Groin Injury - 75% chance of playing,2019-12-02T12:00:11.310782Z,54,60551.jpg,2.8,Westwood,0.4,FALSE,NA,d,5,90,37,23245,4,53515,211,0.3,6.9,Westwood,1170,0,3,5,18,0,0,0,5,0,0,2,185,198.6,301.7,47.0,54.7,Ashley Westwood
100,100,40145,0,0,0,0,0,3,2.0,1.5,2,Jack,2.5,102,FALSE,,2019-09-29T10:30:09.629136Z,50,40145.jpg,2.2,Cork,0.2,FALSE,NA,a,5,90,29,10475,6,19049,25,0.5,5.8,Cork,1112,0,0,4,21,0,0,0,0,0,0,0,146,128.8,104.3,127.0,36.1,Jack Cork
100,100,61603,0,0,-1,1,0,3,-0.3,-0.8,1,Daniel,0.2,120,FALSE,,2019-09-07T11:00:18.052388Z,44,61603.jpg,1.0,Drinkwater,0.7,FALSE,NA,a,5,90,1,16823,61,125416,37,0.0,0.2,Drinkwater,58,0,0,0,2,0,0,0,0,0,0,0,4,3.4,0.9,0.0,0.4,Daniel Drinkwater
NA,NA,17349,0,0,-3,3,0,3,0.3,-0.2,2,Aaron,0.8,430,FALSE,,NA,47,17349.jpg,1.0,Lennon,0.1,FALSE,NA,a,5,90,10,3744,13,8677,12,0.2,2.1,Lennon,341,0,0,0,11,0,0,0,2,0,0,0,36,32.0,35.3,12.0,8.1,Aaron Lennon
100,75,39487,-1,1,0,0,1,2,-0.5,-0.8,0,Erik,0.0,447,FALSE,,2019-12-02T16:00:24.543370Z,45,39487.jpg,2.6,Pieters,7.4,FALSE,NA,a,5,90,34,983685,34,652641,4368,0.0,7.4,Pieters,1053,0,3,2,24,0,0,0,1,0,0,5,188,212.8,133.4,19.0,36.2,Erik Pieters
NA,NA,44683,0,0,-3,3,0,4,0.5,0.0,1,Jay,1.0,451,FALSE,,NA,57,44683.jpg,1.7,Rodriguez,0.2,FALSE,NA,a,5,90,25,13713,21,30316,55,0.2,4.4,Rodriguez,493,2,0,0,16,0,0,0,1,0,0,0,73,91.2,34.3,132.0,25.3,Jay Rodriguez
NA,NA,220037,0,0,-1,1,0,1,-0.5,-1.0,0,Bailey,0.0,495,FALSE,,NA,44,220037.jpg,0.0,Peacock-Farrell,0.1,FALSE,NA,a,5,90,0,1020,4,2725,5,0.0,0.0,Peacock-Farrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Bailey Peacock-Farrell
NA,NA,82263,0,0,-4,4,1,2,0.5,1.0,0,Marcos,0.0,103,FALSE,,NA,61,82263.jpg,5.1,Alonso,2.8,FALSE,NA,a,6,8,36,235979,111,387943,845,0.0,5.9,Alonso,498,1,2,3,4,0,0,0,3,0,0,3,147,155.0,129.9,94.0,37.8,Marcos Alonso
0,0,102380,0,0,0,0,0,2,0.0,0.0,0,Antonio,0.0,104,FALSE,Lack of match fitness - Expected back 14 Dec,2019-09-14T17:00:16.188229Z,60,102380.jpg,1.0,Rüdiger,0.1,FALSE,NA,i,6,8,1,3412,6,7863,13,0.0,0.2,Rüdiger,45,0,0,0,0,0,0,0,0,0,0,0,9,6.6,0.9,49.0,5.7,Antonio Rüdiger
NA,NA,41328,0,0,-1,1,0,2,0.7,1.2,0,César,0.2,105,FALSE,,NA,59,41328.jpg,2.6,Azpilicueta,5.3,FALSE,NA,a,6,8,31,165457,146,356645,965,0.0,5.3,Azpilicueta,1080,0,2,2,19,0,0,0,0,0,0,1,213,267.6,222.4,63.0,55.4,César Azpilicueta
100,100,109533,0,0,0,0,0,2,2.3,2.8,0,Emerson,1.8,107,FALSE,,2019-09-08T20:30:10.510601Z,55,109533.jpg,1.6,Palmieri dos Santos,0.9,FALSE,NA,a,6,8,14,168396,140,207574,124,0.3,2.5,Emerson,702,0,0,1,14,0,0,0,1,0,0,0,139,163.0,188.0,114.0,46.6,Emerson Palmieri dos Santos
100,100,135363,0,0,-1,1,0,2,0.5,1.0,0,Andreas,0.0,108,FALSE,,2019-10-13T07:30:10.505993Z,49,135363.jpg,1.3,Christensen,0.6,FALSE,NA,a,6,8,8,57425,17,95051,50,0.0,1.6,Christensen,491,0,0,1,11,0,0,0,2,0,0,0,88,110.4,17.1,19.0,14.7,Andreas Christensen
0,0,105700,0,0,-2,2,0,2,0.0,0.0,0,Davide,0.0,109,FALSE,Joined Roma on loan until the end of January on 21/8. - Expected back 01 Feb,2019-08-21T19:30:16.936375Z,43,105700.jpg,0.0,Zappacosta,0.2,FALSE,NA,n,6,8,0,3071,3,26763,15,0.0,0.0,Zappacosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Davide Zappacosta
100,100,44346,0,0,-4,4,0,4,1.0,1.5,0,Olivier,0.5,110,FALSE,,2019-09-25T22:30:18.373788Z,66,44346.jpg,1.4,Giroud,1.1,FALSE,NA,a,6,8,7,60051,97,166443,106,0.1,1.1,Giroud,190,0,0,1,5,0,0,0,0,0,0,0,16,14.6,55.6,64.0,13.3,Olivier Giroud
